"70BCSV 	",
1583.78,-56.406
1583.8,-56.411
1583.82,-56.415
1583.84,-56.42
1583.86,-56.439
1583.88,-56.428
1583.9,-56.435
1583.92,-56.444
1583.94,-56.456
1583.96,-56.459
1583.98,-56.472
1584,-56.478
1584.02,-56.474
1584.04,-56.479
1584.06,-56.485
1584.08,-56.493
1584.1,-56.507
1584.12,-56.512
1584.14,-56.513
1584.16,-56.518
1584.18,-56.527
1584.2,-56.543
1584.22,-56.535
1584.24,-56.539
1584.26,-56.544
1584.28,-56.557
1584.3,-56.558
1584.32,-56.572
1584.34,-56.569
1584.36,-56.582
1584.38,-56.587
1584.4,-56.585
1584.42,-56.594
1584.44,-56.599
1584.46,-56.606
1584.48,-56.617
1584.5,-56.614
1584.52,-56.611
1584.54,-56.629
1584.56,-56.642
1584.58,-56.644
1584.6,-56.644
1584.62,-56.651
1584.64,-56.658
1584.66,-56.667
1584.68,-56.669
1584.7,-56.688
1584.72,-56.68
1584.74,-56.687
1584.76,-56.699
1584.78,-56.7
1584.8,-56.708
1584.82,-56.708
1584.84,-56.721
1584.86,-56.727
1584.88,-56.727
1584.9,-56.723
1584.92,-56.745
1584.94,-56.739
1584.96,-56.742
1584.98,-56.758
1585,-56.758
1585.02,-56.761
1585.04,-56.778
1585.06,-56.777
1585.08,-56.773
1585.1,-56.787
1585.12,-56.786
1585.14,-56.804
1585.16,-56.798
1585.18,-56.809
1585.2,-56.813
1585.22,-56.816
1585.24,-56.836
1585.26,-56.822
1585.28,-56.827
1585.3,-56.843
1585.32,-56.852
1585.34,-56.855
1585.36,-56.849
1585.38,-56.865
1585.4,-56.869
1585.42,-56.866
1585.44,-56.873
1585.46,-56.889
1585.48,-56.894
1585.5,-56.898
1585.52,-56.903
1585.54,-56.903
1585.56,-56.91
1585.58,-56.915
1585.6,-56.93
1585.62,-56.923
1585.64,-56.935
1585.66,-56.937
1585.68,-56.939
1585.7,-56.944
1585.72,-56.966
1585.74,-56.957
1585.76,-56.974
1585.78,-56.975
1585.8,-56.978
1585.82,-56.982
1585.84,-56.989
1585.86,-56.994
1585.88,-57.005
1585.9,-57.017
1585.92,-57.002
1585.94,-57.006
1585.96,-57.011
1585.98,-57.021
1586,-57.029
1586.02,-57.027
1586.04,-57.037
1586.06,-57.036
1586.08,-57.048
1586.1,-57.062
1586.12,-57.059
1586.14,-57.062
1586.16,-57.069
1586.18,-57.065
1586.2,-57.074
1586.22,-57.085
1586.24,-57.094
1586.26,-57.084
1586.28,-57.1
1586.3,-57.112
1586.32,-57.112
1586.34,-57.108
1586.36,-57.111
1586.38,-57.131
1586.4,-57.136
1586.42,-57.129
1586.44,-57.135
1586.46,-57.156
1586.48,-57.15
1586.5,-57.159
1586.52,-57.17
1586.54,-57.164
1586.56,-57.173
1586.58,-57.17
1586.6,-57.184
1586.62,-57.188
1586.64,-57.188
1586.66,-57.207
1586.68,-57.203
1586.7,-57.219
1586.72,-57.218
1586.74,-57.212
1586.76,-57.213
1586.78,-57.228
1586.8,-57.237
1586.82,-57.244
1586.84,-57.241
1586.86,-57.252
1586.88,-57.25
1586.9,-57.257
1586.92,-57.265
1586.94,-57.272
1586.96,-57.274
1586.98,-57.281
1587,-57.278
1587.02,-57.293
1587.04,-57.291
1587.06,-57.295
1587.08,-57.303
1587.1,-57.316
1587.12,-57.313
1587.14,-57.318
1587.16,-57.311
1587.18,-57.331
1587.2,-57.342
1587.22,-57.338
1587.24,-57.35
1587.26,-57.353
1587.28,-57.353
1587.3,-57.364
1587.32,-57.365
1587.34,-57.375
1587.36,-57.374
1587.38,-57.385
1587.4,-57.379
1587.42,-57.406
1587.44,-57.386
1587.46,-57.398
1587.48,-57.403
1587.5,-57.406
1587.52,-57.417
1587.54,-57.425
1587.56,-57.438
1587.58,-57.416
1587.6,-57.444
1587.62,-57.438
1587.64,-57.441
1587.66,-57.44
1587.68,-57.454
1587.7,-57.466
1587.72,-57.459
1587.74,-57.475
1587.76,-57.471
1587.78,-57.487
1587.8,-57.481
1587.82,-57.496
1587.84,-57.494
1587.86,-57.499
1587.88,-57.513
1587.9,-57.503
1587.92,-57.516
1587.94,-57.526
1587.96,-57.518
1587.98,-57.53
1588,-57.531
1588.02,-57.534
1588.04,-57.54
1588.06,-57.546
1588.08,-57.554
1588.1,-57.549
1588.12,-57.553
1588.14,-57.553
1588.16,-57.561
1588.18,-57.581
1588.2,-57.579
1588.22,-57.582
1588.24,-57.582
1588.26,-57.589
1588.28,-57.599
1588.3,-57.603
1588.32,-57.608
1588.34,-57.596
1588.36,-57.617
1588.38,-57.615
1588.4,-57.626
1588.42,-57.615
1588.44,-57.629
1588.46,-57.637
1588.48,-57.63
1588.5,-57.639
1588.52,-57.652
1588.54,-57.653
1588.56,-57.662
1588.58,-57.666
1588.6,-57.667
1588.62,-57.675
1588.64,-57.667
1588.66,-57.672
1588.68,-57.687
1588.7,-57.694
1588.72,-57.685
1588.74,-57.695
1588.76,-57.714
1588.78,-57.706
1588.8,-57.709
1588.82,-57.717
1588.84,-57.726
1588.86,-57.729
1588.88,-57.73
1588.9,-57.728
1588.92,-57.744
1588.94,-57.743
1588.96,-57.759
1588.98,-57.747
1589,-57.767
1589.02,-57.751
1589.04,-57.768
1589.06,-57.78
1589.08,-57.767
1589.1,-57.785
1589.12,-57.793
1589.14,-57.805
1589.16,-57.792
1589.18,-57.807
1589.2,-57.8
1589.22,-57.822
1589.24,-57.8
1589.26,-57.821
1589.28,-57.831
1589.3,-57.825
1589.32,-57.83
1589.34,-57.845
1589.36,-57.827
1589.38,-57.846
1589.4,-57.852
1589.42,-57.846
1589.44,-57.87
1589.46,-57.862
1589.48,-57.863
1589.5,-57.866
1589.52,-57.872
1589.54,-57.882
1589.56,-57.888
1589.58,-57.887
1589.6,-57.886
1589.62,-57.902
1589.64,-57.896
1589.66,-57.906
1589.68,-57.908
1589.7,-57.914
1589.72,-57.927
1589.74,-57.92
1589.76,-57.918
1589.78,-57.933
1589.8,-57.943
1589.82,-57.944
1589.84,-57.948
1589.86,-57.952
1589.88,-57.95
1589.9,-57.947
1589.92,-57.978
1589.94,-57.967
1589.96,-57.963
1589.98,-57.979
1590,-57.984
1590.02,-57.976
1590.04,-57.996
1590.06,-57.973
1590.08,-58.002
1590.1,-57.998
1590.12,-58.002
1590.14,-58
1590.16,-58.023
1590.18,-58.007
1590.2,-58.034
1590.22,-58.026
1590.24,-58.028
1590.26,-58.03
1590.28,-58.048
1590.3,-58.04
1590.32,-58.053
1590.34,-58.04
1590.36,-58.058
1590.38,-58.062
1590.4,-58.053
1590.42,-58.067
1590.44,-58.075
1590.46,-58.085
1590.48,-58.08
1590.5,-58.087
1590.52,-58.091
1590.54,-58.103
1590.56,-58.1
1590.58,-58.099
1590.6,-58.114
1590.62,-58.112
1590.64,-58.129
1590.66,-58.129
1590.68,-58.126
1590.7,-58.134
1590.72,-58.139
1590.74,-58.134
1590.76,-58.157
1590.78,-58.158
1590.8,-58.161
1590.82,-58.156
1590.84,-58.172
1590.86,-58.159
1590.88,-58.168
1590.9,-58.179
1590.92,-58.177
1590.94,-58.2
1590.96,-58.191
1590.98,-58.195
1591,-58.186
1591.02,-58.209
1591.04,-58.213
1591.06,-58.206
1591.08,-58.213
1591.1,-58.217
1591.12,-58.225
1591.14,-58.224
1591.16,-58.228
1591.18,-58.226
1591.2,-58.234
1591.22,-58.255
1591.24,-58.242
1591.26,-58.271
1591.28,-58.262
1591.3,-58.257
1591.32,-58.277
1591.34,-58.275
1591.36,-58.277
1591.38,-58.275
1591.4,-58.297
1591.42,-58.286
1591.44,-58.307
1591.46,-58.302
1591.48,-58.301
1591.5,-58.318
1591.52,-58.311
1591.54,-58.33
1591.56,-58.319
1591.58,-58.325
1591.6,-58.337
1591.62,-58.335
1591.64,-58.34
1591.66,-58.347
1591.68,-58.338
1591.7,-58.362
1591.72,-58.356
1591.74,-58.377
1591.76,-58.371
1591.78,-58.366
1591.8,-58.363
1591.82,-58.374
1591.84,-58.386
1591.86,-58.406
1591.88,-58.383
1591.9,-58.392
1591.92,-58.413
1591.94,-58.405
1591.96,-58.414
1591.98,-58.425
1592,-58.427
1592.02,-58.421
1592.04,-58.432
1592.06,-58.443
1592.08,-58.442
1592.1,-58.442
1592.12,-58.454
1592.14,-58.44
1592.16,-58.466
1592.18,-58.453
1592.2,-58.463
1592.22,-58.467
1592.24,-58.479
1592.26,-58.473
1592.28,-58.487
1592.3,-58.484
1592.32,-58.491
1592.34,-58.497
1592.36,-58.499
1592.38,-58.508
1592.4,-58.511
1592.42,-58.518
1592.44,-58.502
1592.46,-58.52
1592.48,-58.517
1592.5,-58.53
1592.52,-58.535
1592.54,-58.533
1592.56,-58.546
1592.58,-58.551
1592.6,-58.552
1592.62,-58.539
1592.64,-58.551
1592.66,-58.554
1592.68,-58.571
1592.7,-58.56
1592.72,-58.57
1592.74,-58.581
1592.76,-58.58
1592.78,-58.578
1592.8,-58.599
1592.82,-58.582
1592.84,-58.584
1592.86,-58.604
1592.88,-58.616
1592.9,-58.611
1592.92,-58.6
1592.94,-58.615
1592.96,-58.622
1592.98,-58.64
1593,-58.622
1593.02,-58.612
1593.04,-58.637
1593.06,-58.647
1593.08,-58.644
1593.1,-58.668
1593.12,-58.63
1593.14,-58.668
1593.16,-58.675
1593.18,-58.667
1593.2,-58.666
1593.22,-58.67
1593.24,-58.667
1593.26,-58.679
1593.28,-58.705
1593.3,-58.68
1593.32,-58.693
1593.34,-58.688
1593.36,-58.692
1593.38,-58.696
1593.4,-58.71
1593.42,-58.714
1593.44,-58.715
1593.46,-58.708
1593.48,-58.728
1593.5,-58.718
1593.52,-58.734
1593.54,-58.728
1593.56,-58.746
1593.58,-58.746
1593.6,-58.754
1593.62,-58.749
1593.64,-58.769
1593.66,-58.76
1593.68,-58.771
1593.7,-58.756
1593.72,-58.779
1593.74,-58.778
1593.76,-58.79
1593.78,-58.791
1593.8,-58.788
1593.82,-58.806
1593.84,-58.794
1593.86,-58.803
1593.88,-58.812
1593.9,-58.806
1593.92,-58.822
1593.94,-58.823
1593.96,-58.82
1593.98,-58.823
1594,-58.836
1594.02,-58.835
1594.04,-58.834
1594.06,-58.853
1594.08,-58.828
1594.1,-58.869
1594.12,-58.85
1594.14,-58.87
1594.16,-58.866
1594.18,-58.872
1594.2,-58.867
1594.22,-58.871
1594.24,-58.88
1594.26,-58.875
1594.28,-58.893
1594.3,-58.911
1594.32,-58.894
1594.34,-58.894
1594.36,-58.928
1594.38,-58.908
1594.4,-58.915
1594.42,-58.922
1594.44,-58.929
1594.46,-58.937
1594.48,-58.926
1594.5,-58.944
1594.52,-58.939
1594.54,-58.94
1594.56,-58.953
1594.58,-58.957
1594.6,-58.965
1594.62,-58.972
1594.64,-58.972
1594.66,-58.966
1594.68,-58.972
1594.7,-58.982
1594.72,-58.991
1594.74,-58.98
1594.76,-58.994
1594.78,-59.002
1594.8,-58.994
1594.82,-59.008
1594.84,-58.987
1594.86,-59.023
1594.88,-59.003
1594.9,-59.025
1594.92,-59.033
1594.94,-59.023
1594.96,-59.031
1594.98,-59.045
1595,-59.048
1595.02,-59.047
1595.04,-59.056
1595.06,-59.056
1595.08,-59.061
1595.1,-59.05
1595.12,-59.072
1595.14,-59.07
1595.16,-59.083
1595.18,-59.096
1595.2,-59.083
1595.22,-59.091
1595.24,-59.107
1595.26,-59.075
1595.28,-59.106
1595.3,-59.103
1595.32,-59.095
1595.34,-59.105
1595.36,-59.134
1595.38,-59.12
1595.4,-59.133
1595.42,-59.123
1595.44,-59.142
1595.46,-59.132
1595.48,-59.137
1595.5,-59.144
1595.52,-59.146
1595.54,-59.173
1595.56,-59.166
1595.58,-59.155
1595.6,-59.162
1595.62,-59.171
1595.64,-59.177
1595.66,-59.166
1595.68,-59.176
1595.7,-59.202
1595.72,-59.19
1595.74,-59.21
1595.76,-59.213
1595.78,-59.198
1595.8,-59.215
1595.82,-59.213
1595.84,-59.218
1595.86,-59.223
1595.88,-59.226
1595.9,-59.245
1595.92,-59.226
1595.94,-59.24
1595.96,-59.236
1595.98,-59.229
1596,-59.255
1596.02,-59.245
1596.04,-59.269
1596.06,-59.248
1596.08,-59.283
1596.1,-59.276
1596.12,-59.287
1596.14,-59.28
1596.16,-59.265
1596.18,-59.297
1596.2,-59.306
1596.22,-59.321
1596.24,-59.302
1596.26,-59.298
1596.28,-59.317
1596.3,-59.326
1596.32,-59.32
1596.34,-59.319
1596.36,-59.324
1596.38,-59.339
1596.4,-59.331
1596.42,-59.347
1596.44,-59.339
1596.46,-59.35
1596.48,-59.34
1596.5,-59.355
1596.52,-59.373
1596.54,-59.352
1596.56,-59.362
1596.58,-59.372
1596.6,-59.371
1596.62,-59.382
1596.64,-59.381
1596.66,-59.388
1596.68,-59.393
1596.7,-59.377
1596.72,-59.394
1596.74,-59.407
1596.76,-59.408
1596.78,-59.4
1596.8,-59.4
1596.82,-59.41
1596.84,-59.435
1596.86,-59.435
1596.88,-59.445
1596.9,-59.434
1596.92,-59.411
1596.94,-59.443
1596.96,-59.455
1596.98,-59.431
1597,-59.455
1597.02,-59.443
1597.04,-59.461
1597.06,-59.457
1597.08,-59.48
1597.1,-59.464
1597.12,-59.492
1597.14,-59.475
1597.16,-59.48
1597.18,-59.478
1597.2,-59.507
1597.22,-59.484
1597.24,-59.503
1597.26,-59.507
1597.28,-59.511
1597.3,-59.52
1597.32,-59.506
1597.34,-59.526
1597.36,-59.524
1597.38,-59.542
1597.4,-59.524
1597.42,-59.529
1597.44,-59.543
1597.46,-59.543
1597.48,-59.545
1597.5,-59.551
1597.52,-59.573
1597.54,-59.543
1597.56,-59.554
1597.58,-59.593
1597.6,-59.584
1597.62,-59.567
1597.64,-59.59
1597.66,-59.583
1597.68,-59.597
1597.7,-59.577
1597.72,-59.589
1597.74,-59.596
1597.76,-59.611
1597.78,-59.603
1597.8,-59.619
1597.82,-59.6
1597.84,-59.647
1597.86,-59.627
1597.88,-59.621
1597.9,-59.633
1597.92,-59.636
1597.94,-59.634
1597.96,-59.666
1597.98,-59.653
1598,-59.678
1598.02,-59.656
1598.04,-59.663
1598.06,-59.672
1598.08,-59.665
1598.1,-59.679
1598.12,-59.664
1598.14,-59.706
1598.16,-59.691
1598.18,-59.7
1598.2,-59.68
1598.22,-59.694
1598.24,-59.708
1598.26,-59.698
1598.28,-59.73
1598.3,-59.736
1598.32,-59.712
1598.34,-59.723
1598.36,-59.746
1598.38,-59.753
1598.4,-59.751
1598.42,-59.721
1598.44,-59.755
1598.46,-59.755
1598.48,-59.737
1598.5,-59.758
1598.52,-59.789
1598.54,-59.771
1598.56,-59.768
1598.58,-59.795
1598.6,-59.769
1598.62,-59.783
1598.64,-59.771
1598.66,-59.803
1598.68,-59.809
1598.7,-59.807
1598.72,-59.806
1598.74,-59.801
1598.76,-59.823
1598.78,-59.829
1598.8,-59.839
1598.82,-59.83
1598.84,-59.828
1598.86,-59.851
1598.88,-59.849
1598.9,-59.849
1598.92,-59.864
1598.94,-59.842
1598.96,-59.861
1598.98,-59.851
1599,-59.877
1599.02,-59.871
1599.04,-59.88
1599.06,-59.898
1599.08,-59.903
1599.1,-59.879
1599.12,-59.889
1599.14,-59.871
1599.16,-59.902
1599.18,-59.911
1599.2,-59.918
1599.22,-59.915
1599.24,-59.913
1599.26,-59.922
1599.28,-59.917
1599.3,-59.891
1599.32,-59.95
1599.34,-59.95
1599.36,-59.939
1599.38,-59.942
1599.4,-59.956
1599.42,-59.959
1599.44,-59.951
1599.46,-59.956
1599.48,-59.984
1599.5,-59.966
1599.52,-59.996
1599.54,-59.972
1599.56,-59.988
1599.58,-59.979
1599.6,-59.982
1599.62,-60
1599.64,-60.013
1599.66,-60.022
1599.68,-59.988
1599.7,-59.967
1599.72,-60.023
1599.74,-60.036
1599.76,-60.007
1599.78,-60.044
1599.8,-60.029
1599.82,-60.044
1599.84,-60.061
1599.86,-60.058
1599.88,-60.052
1599.9,-60.039
1599.92,-60.049
1599.94,-60.072
1599.96,-60.047
1599.98,-60.061
1600,-60.078
